step,trained_cost,trained_audits,periodic_cost,periodic_audits,recent_caught_rate,epsilon
20000,5.590416666666663,1.0416666666666667,20.738333333333433,6.166666666666667,0.9776536312849162,0.62
40000,4.879166666666659,1.1666666666666667,20.738333333333433,6.166666666666667,0.9830508474576272,0.24
60000,5.490833333333325,1.2083333333333333,20.738333333333433,6.166666666666667,0.96045197740113,0.05
