step,trained_cost,trained_audits,periodic_cost,periodic_audits,recent_caught_rate,epsilon
20000,5.156249999999992,0.875,20.738333333333433,6.166666666666667,0.9719101123595506,0.62
40000,5.44083333333333,1.0,20.738333333333433,6.166666666666667,0.9715909090909091,0.24
60000,5.536249999999998,1.125,20.738333333333433,6.166666666666667,0.9659090909090909,0.05
