step,trained_cost,trained_audits,periodic_cost,periodic_audits,recent_caught_rate,epsilon
20000,5.622916666666657,1.4166666666666667,20.738333333333433,6.166666666666667,0.9717514124293786,0.62
40000,5.739999999999991,1.4583333333333333,20.738333333333433,6.166666666666667,0.9714285714285714,0.24
60000,5.487916666666661,1.125,20.738333333333433,6.166666666666667,0.9662921348314607,0.05
