step,trained_cost,trained_audits,periodic_cost,periodic_audits,recent_caught_rate,epsilon
20000,35.99083333333416,2.0,20.738333333333433,6.166666666666667,0.9602272727272727,0.62
40000,27.097916666666208,2.5,20.738333333333433,6.166666666666667,0.936046511627907,0.24
60000,16.015416666666514,3.9166666666666665,20.738333333333433,6.166666666666667,0.8553459119496856,0.05
